Body,Head,Head_Coverage,Std_Confidence,PCA_Confidence,Positive_Examples,Body_size,PCA_Body_size,Functional_variable,F1_Score
?e  governor  ?b  ex:?e  lieutenant  ?a  ex: ,?a  ex:governor  ?b,0.0110165,0.0777385,0.107843,22,283,204,?a,0.0199909
?a  ex:headquarter  ?f  ?f  isPartOf  ?b  ex: ,?a  ex:jurisdiction  ?b,0.0874568,0.00677392,0.107878,152,22439,1409,?a,0.0965999
?f  isPartOf  ?b  ex:?a  ex:location  ?f   ,?a  ex:jurisdiction  ?b,0.0874568,0.000734704,0.107878,152,206886,1409,?a,0.0965999
?f  kingdom  ?b  ex:?a  ex:order  ?f   ,?a  ex:domain  ?b,0.0760472,0.00138168,0.107905,187,135343,1733,?a,0.0892176
?a  ex:relative  ?f  ?b  ex:relative  ?f   ,?a  ex:child  ?b,0.0251886,0.0294337,0.108301,197,6693,1819,?b,0.0408714
?e  place  ?a  ex:?e  place  ?b  ex: ,?a  ex:mouthCountry  ?b,0.016158,0.000319296,0.108434,9,28187,83,?a,0.028125
?f  governmentPosition  ?b  ex:?a  ex:highestState  ?f   ,?a  ex:governmentPosition  ?b,0.0461538,0.0523256,0.108434,9,172,83,?a,0.0647482
?e  governmentPosition  ?b  ex:?e  highestState  ?a  ex: ,?a  ex:governmentPosition  ?b,0.0461538,72,0.108434,9,125,83,?a,0.0647482
?a  ex:director  ?b  ex: ,?a  ex:editor  ?b,0.0101134,0.000439034,0.108553,33,75165,304,?b,0.0185029
?e  successor  ?a  ex:?e  successor  ?b  ex: ,?a  ex:nationalAffiliation  ?b,0.0132626,0.000048074,0.108696,5,104006,46,?a,0.0236407
?a  ex:coach  ?e  ?e  formerPartner  ?b  ex: ,?a  ex:coach  ?b,0.0390071,0.108731,0.108731,66,607,607,?a,0.0574163
?b  ex:highestState  ?f  ?f  location  ?a  ex: ,?a  ex:governmentRegion  ?b,0.0487805,0.0454545,0.109091,6,132,55,?a,0.0674157
?e  deathPlace  ?a  ex:?e  deathPlace  ?b  ex: ,?a  ex:mouthCountry  ?b,0.010772,0.000065516,0.109091,6,91581,55,?a,0.0196078
?e  rival  ?b  ex:?a  ex:rival  ?e   ,?a  ex:rival  ?b,0.0638498,0.109149,0.109149,68,623,623,?b,0.0805687
?a  ex:state  ?f  ?f  timeZone  ?b  ex: ,?a  ex:mouthCountry  ?b,0.0233393,0.00063763,0.109244,13,20388,119,?a,0.0384615
?a  ex:producer  ?b  ex: ,?a  ex:creativeDirector  ?b,0.0638298,0.000046885,0.109756,9,191958,82,?a,0.0807175
?a  ex:rival  ?f  ?b  ex:rival  ?f   ,?a  ex:rival  ?b,0.058216,0.0563636,0.109929,62,1100,564,?b,0.0761203
?e  mountainRange  ?a  ex:?e  parentMountainPeak  ?b  ex: ,?a  ex:highestPlace  ?b,0.0434258,0.0481283,0.110092,36,748,327,?a,0.0622837
?a  ex:composer  ?b  ex: ,?a  ex:openingTheme  ?b,0.0407774,0.0134321,0.110196,107,7966,971,?a,0.0595271
?a  ex:birthPlace  ?f  ?b  ex:largestCity  ?f   ,?a  ex:billed  ?b,0.0278064,0.000229729,0.110204,27,117530,245,?a,0.0444079
?a  ex:highschool  ?f  ?b  ex:isPartOf  ?f   ,?a  ex:highschool  ?b,0.0213904,0.000451445,0.110236,28,62023,254,?b,0.0358285
?f  capital  ?b  ex:?a  ex:region  ?f   ,?a  ex:municipality  ?b,0.0178475,0.00858928,0.110368,33,3842,299,?a,0.0307263
?a  ex:director  ?b  ex: ,?a  ex:creator  ?b,0.0150464,0.00444356,0.11045,334,75165,3024,?a,0.0264848
?f  license  ?b  ex:?a  ex:programmingLanguage  ?f   ,?a  ex:license  ?b,0.0335114,0.0965372,0.111022,276,2859,2486,?a,0.0514829
?b  ex:highestState  ?a  ex: ,?a  ex:highestState  ?b,0.05,0.05,0.111111,15,300,135,?a,0.0689655
?f  producer  ?b  ex:?a  ex:starring  ?f   ,?a  ex:creativeDirector  ?b,0.0141844,0.0058997,0.111111,2,339,18,?a,0.0251572
?e  producer  ?b  ex:?e  starring  ?a  ex: ,?a  ex:creativeDirector  ?b,0.0141844,0.00001023,0.111111,2,195506,18,?a,0.0251572
?e  city  ?a  ex:?e  highestRegion  ?b  ex: ,?a  ex:highestRegion  ?b,0.015873,0.0289855,0.111111,2,69,18,?a,0.0277778
?a  ex:city  ?e  ?e  highestRegion  ?b  ex: ,?a  ex:highestRegion  ?b,0.015873,0.0298507,0.111111,2,67,18,?a,0.0277778
?e  government  ?b  ex:?e  part  ?a  ex: ,?a  ex:government  ?b,0.0131148,0.0503145,0.111111,8,159,72,?a,0.0234604
?a  ex:district  ?f  ?b  ex:district  ?f   ,?a  ex:alumni  ?b,0.0223881,0.000000445,0.111111,3,6741594,27,?b,0.0372671
?a  ex:owningCompany  ?f  ?b  ex:subsidiary  ?f   ,?a  ex:owningCompany  ?b,0.011306,0.111808,0.111808,107,957,957,?a,0.0205355
?a  ex:<http://xmlns.com/foaf/0.1/homepage  ?f  ?b  ex:<http://xmlns.com/foaf/0.1/homepage  ?f   ,?a  ex:house  ?b,0.127962,0.000082607,0.112033,27,326847,241,?b,0.119469
?f  firstAppearance  ?b  ex:?a  ex:relative  ?f   ,?a  ex:lastAppearance  ?b,0.0237389,0.0624025,0.112045,40,641,357,?a,0.0391773
?a  ex:musicFusionGenre  ?e  ?e  stylisticOrigin  ?b  ex: ,?a  ex:musicSubgenre  ?b,0.102981,0.0355805,0.112094,38,1068,339,?b,0.107345
?b  ex:locatedInArea  ?a  ex: ,?a  ex:highestPlace  ?b,0.0193004,0.00056346,0.112676,16,28396,142,?a,0.0329557
?b  ex:countryOrigin  ?f  ?a  ex:countryWithFirstSatelliteLaunched  ?f   ,?a  ex:maidenFlightRocket  ?b,0.0479042,0.0496894,0.112676,8,161,71,?b,0.0672269
?a  ex:industry  ?b  ex: ,?a  ex:product  ?b,0.0501624,0.0519815,0.112963,1776,34166,15722,?a,0.0694741
?a  ex:derivative  ?f  ?b  ex:derivative  ?f   ,?a  ex:derivative  ?b,0.102204,0.0580205,0.113082,51,879,451,?b,0.107368
?e  county  ?a  ex:?e  routeJunction  ?b  ex: ,?a  ex:countySeat  ?b,0.352902,0.032633,0.113324,1064,32605,9389,?b,0.171558
?a  ex:district  ?f  ?f  isPartOf  ?b  ex: ,?a  ex:sourceRegion  ?b,0.0194411,0.00022055,0.113475,16,72546,141,?a,0.033195
?a  ex:region  ?b  ex: ,?a  ex:border  ?b,0.0294464,0.000383854,0.113636,25,65129,220,?b,0.0467727
?e  residence  ?b  ex:?e  trainer  ?a  ex: ,?a  ex:billed  ?b,0.0205973,0.0219058,0.113636,20,913,176,?a,0.0348736
?a  ex:sourceConfluenceState  ?f  ?b  ex:state  ?f   ,?a  ex:sourceConfluenceMountain  ?b,0.130841,0.000635728,0.113821,14,22022,123,?b,0.121739
?a  ex:leader  ?f  ?f  party  ?b  ex: ,?a  ex:politicalPartyInLegislature  ?b,0.0765766,0.0633147,0.113903,136,2148,1194,?b,0.0915825
?e  leaderName  ?a  ex:?e  leaderName  ?b  ex: ,?a  ex:primeMinister  ?b,0.0198551,0.00640037,0.114167,137,21405,1200,?a,0.0338272
?e  predecessor  ?b  ex:?e  relatedMeanOfTransportation  ?a  ex: ,?a  ex:relatedMeanOfTransportation  ?b,0.0170576,0.0597851,0.114184,128,2141,1121,?a,0.0296812
?a  ex:derivative  ?e  ?e  musicSubgenre  ?b  ex: ,?a  ex:derivative  ?b,0.0641283,0.0609524,0.114286,32,525,280,?b,0.0821566
?e  relation  ?a  ex:?e  relation  ?b  ex: ,?a  ex:child  ?b,0.021097,0.0177572,0.114823,165,9292,1437,?b,0.0356448
?a  ex:type  ?b  ex: ,?a  ex:owner  ?b,0.0246897,0.00292378,0.114846,919,314319,8002,?a,0.0406421
?a  ex:musicFusionGenre  ?f  ?b  ex:stylisticOrigin  ?f   ,?a  ex:musicSubgenre  ?b,0.135501,0.0370645,0.114943,50,1349,435,?b,0.124378
?e  derivative  ?b  ex:?a  ex:derivative  ?e   ,?a  ex:derivative  ?b,0.112224,0.11499,0.11499,56,487,487,?b,0.11359
?a  ex:majorShrine  ?b  ex: ,?a  ex:canonizedPlace  ?b,0.0916335,0.0187449,0.115,23,1227,200,?a,0.101996
?b  ex:derivative  ?f  ?f  musicFusionGenre  ?a  ex: ,?a  ex:stylisticOrigin  ?b,0.0145427,0.1,0.115152,38,380,330,?a,0.025824
?b  ex:knownFor  ?f  ?a  ex:mountainRange  ?f   ,?a  ex:firstAscentPerson  ?b,0.0340557,0.0249433,0.115183,22,882,191,?a,0.0525687
?a  ex:innervates  ?f  ?b  ex:innervates  ?f   ,?a  ex:branchTo  ?b,0.023622,0.0361446,0.115385,6,166,52,?b,0.0392157
?a  ex:affiliation  ?f  ?b  ex:affiliation  ?f   ,?a  ex:splitFromParty  ?b,0.0251046,0.000008343,0.115385,6,719191,52,?a,0.0412371
?a  ex:leader  ?f  ?b  ex:leaderName  ?f   ,?a  ex:jurisdiction  ?b,0.0120829,0.000587873,0.115385,21,35722,182,?a,0.021875
?e  party  ?a  ex:?b  ex:president  ?e   ,?a  ex:secretaryGeneral  ?b,0.0283019,0.00042851,0.115385,3,7001,26,?b,0.0454545
?a  ex:designer  ?b  ex: ,?a  ex:gameArtist  ?b,0.0610526,0.00316525,0.115538,29,9162,251,?a,0.0798898
?f  part  ?b  ex:?a  ex:state  ?f   ,?a  ex:municipality  ?b,0.0118983,0.00129374,0.115789,22,17005,190,?a,0.0215792
?f  deputy  ?a  ex:?b  ex:successor  ?f   ,?a  ex:primeMinister  ?b,0.0108696,0.0341686,0.116099,75,2195,646,?a,0.0198781
?a  ex:aircraftAttack  ?b  ex: ,?a  ex:aircraftFighter  ?b,0.0394737,0.0759494,0.116279,30,395,258,?a,0.0589391
?a  ex:billed  ?f  ?b  ex:largestCity  ?f   ,?a  ex:billed  ?b,0.038105,0.116352,0.116352,37,318,318,?a,0.0574088
?a  ex:editing  ?b  ex: ,?a  ex:director  ?b,0.030147,0.113351,0.116366,2266,19991,19473,?a,0.0478877
?a  ex:creator  ?b  ex: ,?a  ex:voice  ?b,0.0176225,0.00531579,0.116371,118,22198,1014,?b,0.0306096
?b  ex:countryOrigin  ?f  ?a  ex:countryWithFirstSatellite  ?f   ,?a  ex:maidenFlightRocket  ?b,0.0419162,0.0482759,0.116667,7,145,60,?b,0.061674
?f  stylisticOrigin  ?b  ex:?a  ex:stylisticOrigin  ?f   ,?a  ex:stylisticOrigin  ?b,0.318408,0.116772,0.116772,832,7125,7125,?a,0.170877
?e  parentCompany  ?a  ex:?e  parentCompany  ?b  ex: ,?a  ex:subsidiary  ?b,0.0219051,0.0107967,0.116814,66,6113,565,?b,0.0368921
?a  ex:rightTributary  ?f  ?f  state  ?b  ex: ,?a  ex:sourceRegion  ?b,0.0133657,0.0456432,0.117021,11,241,94,?a,0.0239913
?e  associatedMusicalArtist  ?b  ex:?a  ex:lyrics  ?e   ,?a  ex:musicBy  ?b,0.0573969,0.116969,0.117162,71,607,606,?a,0.0770483
?f  associatedBand  ?b  ex:?a  ex:lyrics  ?f   ,?a  ex:musicBy  ?b,0.0573969,0.116969,0.117162,71,607,606,?a,0.0770483
?b  ex:governmentRegion  ?f  ?f  municipality  ?a  ex: ,?a  ex:governmentRegion  ?b,0.0487805,0.113208,0.117647,6,53,51,?a,0.0689655
?f  isPartOf  ?a  ex:?b  ex:residence  ?f   ,?a  ex:memberOfParliament  ?b,0.0110803,0.000116181,0.117647,4,34429,34,?b,0.0202532
?e  formerChoreographer  ?a  ex:?e  formerChoreographer  ?b  ex: ,?a  ex:currentPartner  ?b,0.0197694,0.0145278,0.117647,12,826,102,?b,0.0338505
?e  highestState  ?a  ex:?e  location  ?b  ex: ,?a  ex:highestRegion  ?b,0.047619,0.0705882,0.117647,6,85,51,?a,0.0677966
?f  highestPlace  ?b  ex:?a  ex:highestState  ?f   ,?a  ex:highestRegion  ?b,0.015873,0.0416667,0.117647,2,48,17,?a,0.027972
?b  ex:mouthRegion  ?f  ?a  ex:region  ?f   ,?a  ex:river  ?b,0.0273723,0.0019315,0.11811,15,7766,127,?a,0.0444444
?e  openingTheme  ?b  ex:?e  starring  ?a  ex: ,?a  ex:associatedAct  ?b,0.141593,0.00157264,0.118519,16,10174,135,?a,0.129032
?a  ex:manufacturer  ?f  ?b  ex:parentOrganisation  ?f   ,?a  ex:launchSite  ?b,0.0123675,0.0482759,0.118644,7,145,59,?a,0.0224
?a  ex:designer  ?b  ex: ,?a  ex:developer  ?b,0.015969,0.043222,0.118955,396,9162,3329,?a,0.028158
?a  ex:composer  ?f  ?b  ex:keyPerson  ?f   ,?a  ex:gameArtist  ?b,0.0105263,0.0183824,0.119048,5,272,42,?a,0.0193424
?a  ex:firstAppearance  ?f  ?b  ex:firstAppearance  ?f   ,?a  ex:child  ?b,0.0175169,0.00819917,0.11986,137,16709,1143,?b,0.0305667
?e  governmentRegion  ?b  ex:?e  municipality  ?a  ex: ,?a  ex:highestRegion  ?b,0.047619,75,0.12,6,80,50,?a,0.0681818
?e  governmentRegion  ?b  ex:?e  highestState  ?a  ex: ,?a  ex:highestRegion  ?b,0.047619,0.0740741,0.12,6,81,50,?a,0.0681818
?e  location  ?b  ex:?a  ex:significantBuilding  ?e   ,?a  ex:significantBuilding  ?b,0.0244399,0.045933,0.12,48,1045,400,?b,0.0406091
?e  birthPlace  ?b  ex:?e  trainer  ?a  ex: ,?a  ex:billed  ?b,0.0514933,0.0189538,0.120192,50,2638,416,?a,0.0720981
?a  ex:predecessor  ?b  ex: ,?a  ex:relatedMeanOfTransportation  ?b,0.0154584,0.00811302,0.120207,116,14298,965,?a,0.027394
?a  ex:composer  ?b  ex: ,?a  ex:endingTheme  ?b,0.0447504,0.00326387,0.12037,26,7966,216,?a,0.0652447
?e  influencedBy  ?a  ex:?e  philosophicalSchool  ?b  ex: ,?a  ex:philosophicalSchool  ?b,0.199566,0.0610755,0.120629,276,4519,2288,?a,0.150368
?a  ex:family  ?f  ?f  kingdom  ?b  ex: ,?a  ex:domain  ?b,0.0695405,0.000975977,0.120763,171,175209,1416,?a,0.0882581
?f  predecessor  ?b  ex:?a  ex:successor  ?f   ,?a  ex:relatedMeanOfTransportation  ?b,0.0149254,0.0106646,0.121081,112,10502,925,?a,0.0265749
?a  ex:lastAppearance  ?f  ?b  ex:lastAppearance  ?f   ,?a  ex:child  ?b,0.010996,0.00986352,0.121127,86,8719,710,?b,0.0201618
?e  derivative  ?b  ex:?a  ex:musicFusionGenre  ?e   ,?a  ex:musicSubgenre  ?b,0.0216802,0.0516129,0.121212,8,155,66,?b,0.0367816
?a  ex:secondLeader  ?f  ?b  ex:successor  ?f   ,?a  ex:firstLeader  ?b,0.184152,0.121145,0.121502,330,2724,2716,?a,0.146406
?b  ex:musicFusionGenre  ?f  ?a  ex:stylisticOrigin  ?f   ,?a  ex:stylisticOrigin  ?b,0.0627631,0.121572,0.121572,164,1349,1349,?a,0.0827865
?e  leftTributary  ?a  ex:?e  mouthMountain  ?b  ex: ,?a  ex:mouthMountain  ?b,0.0225127,0.0434478,0.121688,124,2854,1019,?a,0.037996
?e  leftTributary  ?a  ex:?e  mouthPlace  ?b  ex: ,?a  ex:mouthMountain  ?b,0.0225127,0.0434478,0.121688,124,2854,1019,?a,0.037996
?a  ex:basedOn  ?e  ?e  musicComposer  ?b  ex: ,?a  ex:lyrics  ?b,0.0106302,0.0909091,0.121739,14,154,115,?a,0.0195531
?a  ex:director  ?b  ex: ,?a  ex:editing  ?b,0.113351,0.030147,0.121887,2266,75165,18591,?a,0.117464
?a  ex:aircraftAttack  ?f  ?b  ex:successor  ?f   ,?a  ex:aircraftTrainer  ?b,0.0224215,0.0757576,0.121951,10,132,82,?a,0.0378788
?e  city  ?b  ex:?e  leftTributary  ?a  ex: ,?a  ex:mouthMountain  ?b,0.118736,0.057093,0.122794,654,11455,5326,?a,0.120731
?a  ex:innervates  ?f  ?f  nerve  ?b  ex: ,?a  ex:branchTo  ?b,0.0275591,0.0404624,0.122807,7,173,57,?b,0.0450161
?a  ex:location  ?b  ex: ,?a  ex:maintainedBy  ?b,0.0178571,0.000088853,0.122905,22,247601,179,?a,0.0311836
?a  ex:city  ?f  ?b  ex:isPartOf  ?f   ,?a  ex:localAuthority  ?b,0.0466667,0.000014843,0.122934,119,8017350,968,?a,0.0676521
?e  related  ?a  ex:?e  voice  ?b  ex: ,?a  ex:voice  ?b,0.0231481,0.123114,0.123114,155,1259,1259,?b,0.0389692
?e  leaderName  ?a  ex:?e  leaderName  ?b  ex: ,?a  ex:governor  ?b,0.0125188,0.00116795,0.123153,25,21405,203,?a,0.0227273
?a  ex:part  ?f  ?b  ex:part  ?f   ,?a  ex:governmentRegion  ?b,0.0731707,0.00300501,0.123288,9,2995,73,?a,0.0918367
?a  ex:highestPlace  ?f  ?b  ex:highestPlace  ?f   ,?a  ex:highestRegion  ?b,0.0714286,0.00832562,0.123288,9,1081,73,?a,0.0904523
?a  ex:formerCoach  ?e  ?e  formerPartner  ?b  ex: ,?a  ex:formerCoach  ?b,0.0551802,0.123426,0.123426,98,794,794,?a,0.0762646
?f  owningCompany  ?b  ex:?a  ex:owningCompany  ?f   ,?a  ex:owningCompany  ?b,0.0277895,0.123881,0.123881,263,2123,2123,?a,0.0453957
?a  ex:district  ?b  ex: ,?a  ex:sourceConfluenceMountain  ?b,0.0186916,0.000032277,0.125,2,61964,16,?b,0.0325203
?a  ex:highestMountain  ?b  ex: ,?a  ex:highestRegion  ?b,0.0238095,0.0229008,0.125,3,131,24,?a,0.04
?a  ex:district  ?b  ex: ,?a  ex:sourceConfluencePlace  ?b,0.0186916,0.000032277,0.125,2,61964,16,?b,0.0325203
?b  ex:region  ?f  ?a  ex:sourceRegion  ?f   ,?a  ex:sourceConfluenceMountain  ?b,0.0280374,0.00025842,0.125,3,11609,24,?b,0.0458015
?e  leader  ?a  ex:?b  ex:party  ?e   ,?a  ex:deputy  ?b,0.0409906,0.00353279,0.125,48,13587,384,?b,0.0617363
?f  division  ?b  ex:?a  ex:owner  ?f   ,?a  ex:sisterNewspaper  ?b,0.0105263,0.00137678,0.125,3,2179,24,?b,0.0194175
?a  ex:highestPlace  ?f  ?b  ex:location  ?f   ,?a  ex:highestRegion  ?b,0.015873,0.000278435,0.125,2,7183,16,?a,0.028169
?a  ex:deathPlace  ?f  ?f  largestCity  ?b  ex: ,?a  ex:placeOfBurial  ?b,0.0120724,0.000159681,0.125,6,37575,48,?a,0.0220183
?f  formerCoach  ?b  ex:?a  ex:formerPartner  ?f   ,?a  ex:choreographer  ?b,0.0259481,0.0295791,0.125,26,879,208,?a,0.0429752
?e  deathPlace  ?b  ex:?a  ex:trainer  ?e   ,?a  ex:billed  ?b,0.0164779,0.0471976,0.125984,16,339,127,?a,0.0291439
?e  city  ?b  ex:?e  rightTributary  ?a  ex: ,?a  ex:mouthMountain  ?b,0.112745,0.0577245,0.12604,621,10758,4927,?a,0.119023
?a  ex:birthPlace  ?e  ?e  country  ?b  ex: ,?a  ex:placeOfBurial  ?b,0.0221328,0.000029778,0.126437,11,369403,87,?a,0.0376712
?a  ex:assembly  ?f  ?b  ex:largestCity  ?f   ,?a  ex:assembly  ?b,0.0128582,0.126468,0.126468,140,1107,1107,?a,0.0233431
?a  ex:spouse  ?b  ex: ,?a  ex:child  ?b,0.0158547,0.0061618,0.12666,124,20124,979,?b,0.0281818
?a  ex:author  ?f  ?f  deathPlace  ?b  ex: ,?a  ex:premierePlace  ?b,0.0526811,0.00342089,0.126697,56,16370,442,?a,0.0744186
?a  ex:part  ?f  ?b  ex:part  ?f   ,?a  ex:highestRegion  ?b,0.0634921,0.00267112,0.126984,8,2995,63,?a,0.0846561
?e  mouthMountain  ?b  ex:?e  rightTributary  ?a  ex: ,?a  ex:mouthMountain  ?b,0.0232389,0.0450229,0.126984,128,2843,1008,?a,0.0392879
?e  mouthPlace  ?b  ex:?e  rightTributary  ?a  ex: ,?a  ex:mouthMountain  ?b,0.0232389,0.0450229,0.126984,128,2843,1008,?a,0.0392879
?e  child  ?a  ex:?e  relative  ?b  ex: ,?a  ex:child  ?b,0.0104846,0.0538058,0.127329,82,1524,644,?b,0.0193739
?a  ex:secondDriver  ?b  ex: ,?a  ex:poleDriver  ?b,0.127273,0.123606,0.127395,133,1076,1044,?a,0.127334
?a  ex:city  ?f  ?f  isPartOf  ?b  ex: ,?a  ex:sourceRegion  ?b,0.0886999,0.000739068,0.127846,73,98773,571,?a,0.104735
?e  relative  ?a  ex:?e  relative  ?b  ex: ,?a  ex:child  ?b,0.042322,0.0301732,0.127849,331,10970,2589,?b,0.0635927
?a  ex:poleDriver  ?b  ex: ,?a  ex:secondDriver  ?b,0.123606,0.127273,0.127885,133,1045,1040,?a,0.125709
?e  channel  ?a  ex:?e  format  ?b  ex: ,?a  ex:pictureFormat  ?b,0.0585558,0.0833693,0.128069,193,2315,1507,?a,0.0803664
?a  ex:primeMinister  ?f  ?f  successor  ?b  ex: ,?a  ex:primeMinister  ?b,0.369275,0.12815,0.12815,2548,19883,19883,?a,0.19027
?a  ex:headquarter  ?f  ?b  ex:largestCity  ?f   ,?a  ex:nationalAffiliation  ?b,0.0397878,0.00232126,0.128205,15,6462,117,?a,0.0607287
?f  city  ?b  ex:?a  ex:timeZone  ?f   ,?a  ex:municipality  ?b,0.0297458,0.114823,0.128205,55,479,429,?a,0.048288
?f  city  ?b  ex:?a  ex:daylightSavingTimeZone  ?f   ,?a  ex:municipality  ?b,0.0297458,0.116034,0.128205,55,474,429,?a,0.048288
?a  ex:narrator  ?b  ex: ,?a  ex:presenter  ?b,0.0112798,0.0217391,0.128501,78,3588,607,?b,0.0207392
?a  ex:knownFor  ?b  ex: ,?a  ex:board  ?b,0.031106,0.00112599,0.128571,27,23979,210,?b,0.0500928
?f  part  ?b  ex:?a  ex:state  ?f   ,?a  ex:sourceRegion  ?b,0.0157959,0.000764481,0.128713,13,17005,101,?a,0.0281385
?a  ex:aircraftTrainer  ?b  ex: ,?a  ex:aircraftAttack  ?b,0.0962025,0.0852018,0.128814,38,446,295,?a,0.110145
?a  ex:derivative  ?f  ?b  ex:musicSubgenre  ?f   ,?a  ex:stylisticOrigin  ?b,0.0130119,0.129278,0.129278,34,263,263,?a,0.023644
?a  ex:regionServed  ?b  ex: ,?a  ex:foundationPlace  ?b,0.020523,0.023208,0.129367,237,10212,1832,?a,0.035426
?b  ex:ground  ?a  ex: ,?a  ex:owner  ?b,0.0108538,0.0132056,0.129529,404,30593,3119,?a,0.0200293
?f  foundedBy  ?b  ex:?a  ex:manufacturer  ?f   ,?a  ex:designer  ?b,0.0113512,0.0198777,0.129676,104,5232,802,?a,0.0208752
?f  city  ?b  ex:?a  ex:state  ?f   ,?a  ex:municipality  ?b,0.0373175,0.102222,0.130189,69,675,530,?a,0.0580076
?a  ex:part  ?b  ex: ,?a  ex:highestState  ?b,0.03,0.000741595,0.130435,9,12136,69,?a,0.0487805
?f  derivative  ?a  ex:?b  ex:derivative  ?f   ,?a  ex:stylisticOrigin  ?b,0.0225794,0.12115,0.13082,59,487,451,?a,0.0385117
?a  ex:region  ?f  ?b  ex:sourceRegion  ?f   ,?a  ex:river  ?b,0.0255474,0.00120596,0.130841,14,11609,107,?a,0.0427481
?a  ex:presenter  ?b  ex: ,?a  ex:executiveProducer  ?b,0.0145856,0.0154736,0.131127,107,6915,816,?a,0.0262512
?b  ex:president  ?f  ?f  successor  ?a  ex: ,?a  ex:primeMinister  ?b,0.0466667,0.0201024,0.131214,322,16018,2454,?a,0.0688476
?a  ex:derivative  ?f  ?b  ex:musicFusionGenre  ?f   ,?a  ex:stylisticOrigin  ?b,0.0130119,0.130769,0.131274,34,260,259,?a,0.0236769
?e  deathPlace  ?b  ex:?e  parent  ?a  ex: ,?a  ex:placeOfBurial  ?b,0.0382294,0.00140481,0.131944,19,13525,144,?a,0.0592824
?a  ex:beatifiedPlace  ?b  ex: ,?a  ex:majorShrine  ?b,0.0211899,0.101562,0.13198,26,256,197,?b,0.0365169
?f  highestRegion  ?b  ex:?a  ex:highestState  ?f   ,?a  ex:governmentRegion  ?b,0.0569106,0.04,0.132075,7,175,53,?a,0.0795455
?f  highestRegion  ?b  ex:?a  ex:municipality  ?f   ,?a  ex:governmentRegion  ?b,0.0569106,0.0346535,0.132075,7,202,53,?a,0.0795455
?b  ex:routeStart  ?a  ex: ,?a  ex:routeJunction  ?b,0.0198044,0.0255866,0.132086,494,19307,3740,?b,0.0344443
?a  ex:developer  ?b  ex: ,?a  ex:designer  ?b,0.043222,0.015969,0.132088,396,24798,2998,?a,0.0651316
?e  sisterNewspaper  ?a  ex:?e  sisterNewspaper  ?b  ex: ,?a  ex:sisterNewspaper  ?b,0.298246,0.132193,0.132193,85,643,643,?b,0.18319
?e  formerCoach  ?a  ex:?e  formerCoach  ?b  ex: ,?a  ex:currentPartner  ?b,0.0263591,0.00620155,0.132231,16,2580,121,?b,0.043956
?a  ex:district  ?e  ?e  part  ?b  ex: ,?a  ex:municipality  ?b,0.0567875,0.0607287,0.132242,105,1729,794,?a,0.0794552
?a  ex:openingTheme  ?b  ex: ,?a  ex:composer  ?b,0.0134321,0.0407774,0.132426,107,2624,808,?a,0.0243902
?a  ex:primeMinister  ?f  ?b  ex:successor  ?f   ,?a  ex:primeMinister  ?b,0.372174,0.132439,0.132439,2568,19390,19390,?a,0.195359
?f  aircraftTrainer  ?b  ex:?a  ex:militaryBranch  ?f   ,?a  ex:aircraftTrainer  ?b,0.044843,0.000472623,0.13245,20,42317,151,?a,0.0670017
?e  inflow  ?a  ex:?e  location  ?b  ex: ,?a  ex:sourceRegion  ?b,0.0668287,0.0130054,0.13253,55,4229,415,?a,0.088853
?f  relative  ?b  ex:?a  ex:relative  ?f   ,?a  ex:child  ?b,0.0219921,0.0424901,0.132716,172,4048,1296,?b,0.0377317
?f  part  ?b  ex:?a  ex:timeZone  ?f   ,?a  ex:municipality  ?b,0.0102758,0.119497,0.132867,19,159,143,?a,0.0190763
?a  ex:daylightSavingTimeZone  ?e  ?e  part  ?b  ex: ,?a  ex:municipality  ?b,0.0102758,0.120253,0.132867,19,158,143,?a,0.0190763
?f  relative  ?a  ex:?b  ex:relative  ?f   ,?a  ex:child  ?b,0.0245493,0.0474308,0.133056,192,4048,1443,?b,0.0414508
?e  firstAscentPerson  ?b  ex:?e  parentMountainPeak  ?a  ex: ,?a  ex:firstAscentPerson  ?b,0.0154799,0.0724638,0.133333,10,138,75,?a,0.0277393
?a  ex:district  ?f  ?b  ex:mouthRegion  ?f   ,?a  ex:river  ?b,0.0182482,0.00299132,0.133333,10,3343,75,?a,0.0321027
?b  ex:landingVehicle  ?f  ?a  ex:launchVehicle  ?f   ,?a  ex:previousMission  ?b,0.028777,0.126316,0.133333,12,95,90,?a,0.0473373
?b  ex:almaMater  ?f  ?f  state  ?a  ex: ,?a  ex:memberOfParliament  ?b,0.0221607,0.000322997,0.133333,8,24768,60,?b,0.0380047
?a  ex:district  ?b  ex: ,?a  ex:highestState  ?b,0.123333,0.000597121,0.133574,37,61964,277,?a,0.12825
?e  governingBody  ?a  ex:?e  location  ?b  ex: ,?a  ex:countySeat  ?b,0.0159204,0.0280047,0.133705,48,1714,359,?b,0.0284529
?e  formerCoach  ?b  ex:?e  formerPartner  ?a  ex: ,?a  ex:choreographer  ?b,0.0269461,0.0214968,0.134328,27,1256,201,?a,0.0448878
?f  deputy  ?a  ex:?b  ex:primeMinister  ?f   ,?a  ex:associate  ?b,0.0152339,0.00333333,0.134615,14,4200,104,?b,0.0273705
